transaction_id,card_number,bin,bin_country,card_type,card_brand,cardholder_name,issuing_bank,transaction_amount,transaction_currency,transaction_local_date,transmission_date_and_time,merchant_category_code,merchant_name,merchant_city,merchant_country,acquiring_country,authorization_code,transaction_fee,pos_entry_mode,transaction_status,channel,motif_rejet,cvv_validation,expiration_date_valid,is_ecommerce,is_domestic,ip_address,user_agent,customer_city,customer_phone,device_id,merchant_id,terminal_id,risk_score,is_fraud
8025,4374378124330479,437437,Maroc,Prepaid,Amex,Khadija El Hariri,SGMB,23.72,MAD,2025-01-11,2025-01-11T11:38:50,5541,Station Afriquia,Unknown,Philippines,Philippines,000000,21.6,MANUAL,declined,ATM,Invalid Card,not_checked,False,False,False,0.0.0.0,N/A,Tetouan,0633586188,DEV-998,MID-7719,TERM-35568,0.9830369911890044,1
8026,4255536777990934,425553,Espagne,Debit,Visa,Sara El Amrani,BMCI,38.66,MAD,2025-01-01,2025-01-01T15:19:53,5812,Electro Planet,Tetouan,Maroc,Malaisie,000000,49.74,EMV,declined,ATM,Bad CVV/CVC,not_checked,True,False,False,0.0.0.0,N/A,Meknès,0687362129,DEV-396,MID-4694,TERM-81695,0.9183855013542859,0
8027,4906234895649470,490623,Chine,Prepaid,MasterCard,Omar El Idrissi,SGMB,16.58,MAD,2025-01-22,2025-01-22T04:52:41,5947,Acima,Unknown,USA,USA,666380,25.23,EMV,approved,ECOM,none,valid,False,True,False,163.66.244.14,Mozilla/5.0 (Linux; Android 11; SM-G998B),Tanger,0648898310,DEV-743,MID-2963,TERM-69511,0.8105252917702649,0
8028,4890430220780486,489043,Inde,Debit,Amex,Khadija Melian,SGMB,12.79,USD,2025-01-26,2025-01-26T10:08:44,5722,FastFood Al Baraka,Unknown,Pérou,Antigua et Barbade,208484,36.16,FALLBACK,approved,ATM,none,invalid,False,False,False,0.0.0.0,N/A,Oujda,0648695785,DEV-675,MID-6522,TERM-48982,0.8206003609912016,0
8029,4490653068364704,449065,Maroc,Debit,Amex,Sara Melian,Banque Populaire,78.16,MAD,2025-01-01,2025-01-01T19:06:10,5812,Acima,Unknown,Pérou,Pérou,498163,38.93,EMV,approved,ATM,none,valid,False,False,False,0.0.0.0,N/A,Agadir,0611483873,DEV-212,MID-9759,TERM-43070,0.8439433729687748,0
8030,4651965040774060,465196,Maroc,Prepaid,Visa,Mohamed Mansouri,SGMB,22.44,MAD,2025-01-26,2025-01-26T17:33:17,5947,Electro Planet,Unknown,USA,USA,000000,21.13,MANUAL,declined,POS,Invalid Card,not_checked,False,False,False,0.0.0.0,N/A,Rabat,0727978624,DEV-582,MID-2308,TERM-48955,0.9818438202152147,0
8031,4532705840085814,453270,Maroc,Prepaid,Discover,Mehdi Alaoui,Attijariwafa Bank,14.13,USD,2025-01-02,2025-01-02T17:03:17,6011,Carrefour Market,Unknown,France,France,369650,34.97,FALLBACK,approved,ECOM,none,valid,True,True,False,75.41.151.6,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Fès,0618199901,DEV-292,MID-2469,TERM-50638,0.6835027161789476,0
8032,4693013451708105,469301,Maroc,Debit,MasterCard,Amine El Hariri,SGMB,226.51,MAD,2025-01-29,2025-01-29T15:13:51,5411,Electro Planet,Unknown,Philippines,Philippines,000000,41.02,MANUAL,declined,ATM,Bad CVV/CVC,invalid,True,False,False,0.0.0.0,N/A,Oujda,0641734583,DEV-204,MID-6740,TERM-69939,0.9809613129728869,0
8033,4675256631785785,467525,Maroc,Credit,Visa,Mehdi El Hariri,BMCE Bank,63.93,USD,2025-01-17,2025-01-17T04:23:20,5812,FastFood Al Baraka,Tanger,Maroc,Maroc,000000,10.77,MAGSTRIPE,declined,ECOM,Invalid Card,not_checked,True,True,True,95.119.24.173,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Tanger,0749002421,DEV-563,MID-2741,TERM-16184,0.8257704796147208,0
8034,4936988404540344,493698,Maroc,Debit,Visa,Fatima Fassi,CIH Bank,41.92,USD,2025-01-17,2025-01-17T14:10:37,5541,BIM Store,Unknown,Espagne,Japon,142767,39.29,MANUAL,approved,ATM,none,invalid,True,False,False,0.0.0.0,N/A,Fès,0727120391,DEV-102,MID-7649,TERM-26382,0.9598764651616382,0
8035,4537329459371031,453732,Maroc,Credit,Amex,Aya Qadiri,Crédit du Maroc,22.09,EUR,2025-01-10,2025-01-10T07:08:50,5411,Station Afriquia,Unknown,Equateur,Thailande,000000,29.55,FALLBACK,declined,ECOM,limit_exceeded,invalid,True,True,False,201.39.2.90,Mozilla/5.0 (Linux; Android 11; SM-G998B),Oujda,0774197912,DEV-440,MID-8975,TERM-77973,0.8843489796397225,0
8036,4971237185931616,497123,Maroc,Credit,Amex,Sara Fassi,Attijariwafa Bank,32.21,MAD,2025-01-01,2025-01-01T07:32:55,5411,BIM Store,Unknown,Côte d'Ivoire,Côte d'Ivoire,000000,18.5,FALLBACK,declined,ATM,Invalid Card,not_checked,True,False,False,0.0.0.0,N/A,Rabat,0785060262,DEV-106,MID-2409,TERM-41003,0.887468159012869,0
8037,4150823740528328,415082,Maroc,Credit,Amex,Amine Tahiri,Attijariwafa Bank,22.7,MAD,2025-01-18,2025-01-18T17:52:54,5094,Electro Planet,Fès,Maroc,Maroc,000000,45.49,EMV,declined,POS,Invalid Card,valid,True,False,True,0.0.0.0,N/A,Laâyoune,0704817184,DEV-914,MID-6258,TERM-91786,0.8307804692028259,0
8038,4712650188191880,471265,Maroc,Credit,Amex,Mehdi Bennani,SGMB,21.69,MAD,2025-01-12,2025-01-12T03:30:41,5947,Restau Chez Hassan,Unknown,Trinidade et Tobaggo,Trinidade et Tobaggo,000000,44.15,MAGSTRIPE,declined,ATM,Invalid Card,valid,True,False,False,0.0.0.0,N/A,Meknès,0740341830,DEV-121,MID-5364,TERM-70570,0.9135009998967168,0
8039,4752854792483886,475285,Maroc,Credit,Amex,Mehdi Qadiri,SGMB,10.0,USD,2025-01-10,2025-01-10T03:58:12,5722,Acima,Unknown,République Dominicaine,République Dominicaine,000000,43.92,FALLBACK,declined,POS,limit_exceeded,not_checked,False,False,False,0.0.0.0,N/A,Laâyoune,0657716009,DEV-728,MID-1023,TERM-45807,0.9219379311254496,0
8040,4895905359962411,489590,Maroc,Prepaid,Amex,Omar El Idrissi,CIH Bank,69.31,MAD,2025-01-13,2025-01-13T20:04:53,5947,Bijouterie L'Or,Unknown,Malaisie,Malaisie,491417,29.65,EMV,approved,ATM,none,valid,True,False,False,0.0.0.0,N/A,Marrakech,0656119815,DEV-218,MID-3540,TERM-20586,0.8441742527968257,0
8041,4011300243805498,401130,Maroc,Debit,Amex,Mohamed Tahiri,SGMB,391.42,MAD,2025-01-04,2025-01-04T08:37:10,5722,Electro Planet,Unknown,Inde,Inde,795033,24.9,EMV,approved,POS,none,invalid,False,False,False,0.0.0.0,N/A,Fès,0680983833,DEV-978,MID-8601,TERM-98750,0.9028816178744773,0
8042,4227196012046864,422719,Maroc,Credit,MasterCard,Amine Tahiri,BMCI,24.23,MAD,2025-01-26,2025-01-26T14:46:29,3000,Acima,Unknown,Espagne,Espagne,912895,22.91,EMV,approved,ECOM,none,invalid,False,True,False,2.231.60.190,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Tetouan,0666828742,DEV-229,MID-1600,TERM-48117,0.8322767236360771,0
8043,4317543426115008,431754,Maroc,Debit,MasterCard,Mehdi El Amrani,CIH Bank,10.0,MAD,2025-01-08,2025-01-08T22:57:57,3000,Carrefour Market,Unknown,Inde,Inde,000000,31.26,EMV,declined,POS,Bad Cvv3-cvc3,valid,True,False,False,0.0.0.0,N/A,Tanger,0726388337,DEV-587,MID-5791,TERM-77385,0.93520910148025,0
8044,4383905107811027,438390,Maroc,Prepaid,Visa,Ali Mansouri,BMCE Bank,10.17,MAD,2025-01-21,2025-01-21T13:03:03,5722,Electro Planet,Unknown,Thailande,Thailande,000000,32.61,MAGSTRIPE,declined,ECOM,limit_exceeded,invalid,False,True,False,74.120.8.232,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Fès,0682954461,DEV-436,MID-8120,TERM-17900,0.9277512872770878,0
8045,4399991240623366,439999,Maroc,Debit,Visa,Youssef Qadiri,BMCI,10.0,MAD,2025-01-23,2025-01-23T05:57:15,4814,Carrefour Market,Tetouan,Maroc,Maroc,904522,24.09,MAGSTRIPE,approved,POS,none,invalid,True,False,True,0.0.0.0,N/A,Tanger,0797782147,DEV-514,MID-8664,TERM-38991,0.6216749451918414,0
8046,4890412794301926,489041,Maroc,Credit,Discover,Amine Tahiri,Attijariwafa Bank,302.86,MAD,2025-01-27,2025-01-27T08:00:38,5812,Carrefour Market,Unknown,Colombie,Colombie,190999,4.97,MANUAL,approved,ECOM,none,not_checked,True,True,False,246.185.108.135,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Meknès,0758744598,DEV-285,MID-7835,TERM-37946,0.9706548681203482,0
8047,4402947233194502,440294,USA,Debit,Visa,Mohamed Fassi,BMCE Bank,27.08,MAD,2025-01-14,2025-01-14T09:05:10,5722,Souvenirs Medina,Rabat,Maroc,Maroc,000000,18.76,MANUAL,declined,ATM,limit_exceeded,invalid,False,False,False,0.0.0.0,N/A,Agadir,0699413577,DEV-992,MID-8561,TERM-33833,0.9823883143444527,1
8048,4441651344523248,444165,Maroc,Credit,MasterCard,Khadija Fassi,BMCI,37.99,MAD,2025-01-12,2025-01-12T03:20:14,5812,Acima,Unknown,France,France,000000,41.92,FALLBACK,declined,POS,expired_card,valid,True,False,False,0.0.0.0,N/A,Tetouan,0690555165,DEV-193,MID-4019,TERM-97318,0.9238612181963681,0
8049,4998829506012287,499882,Maroc,Prepaid,Amex,Sara El Idrissi,SGMB,38.53,MAD,2025-01-04,2025-01-04T15:28:27,5947,Carrefour Market,Unknown,Sri Lanka,Sri Lanka,622638,32.58,EMV,approved,ECOM,none,invalid,True,True,False,134.28.198.4,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),Agadir,0638227029,DEV-902,MID-4078,TERM-57708,0.8320372776019831,0
8050,4614607704563764,461460,Maroc,Prepaid,MasterCard,Khadija El Amrani,SGMB,10.0,USD,2025-01-13,2025-01-13T10:10:05,5722,SuperMarket Marjane,Unknown,Cambodia,Cambodia,000000,8.62,FALLBACK,declined,ECOM,Bad CVV/CVC,not_checked,False,True,False,210.246.52.81,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Oujda,0615544352,DEV-686,MID-1389,TERM-17911,0.9205695321117469,0
8051,4578882615021885,457888,Maroc,Debit,Amex,Fatima Melian,BMCE Bank,20.5,MAD,2025-01-26,2025-01-26T22:09:18,5812,SuperMarket Marjane,Unknown,Indonésie,Indonésie,000000,3.36,MAGSTRIPE,declined,POS,Invalid Card,not_checked,True,False,False,0.0.0.0,N/A,Tanger,0772438521,DEV-370,MID-3542,TERM-15563,0.9195814182881258,0
8052,4567004722891457,456700,Maroc,Debit,Amex,Zineb Fassi,SGMB,19.79,MAD,2025-01-01,2025-01-01T00:16:38,5947,Carrefour Market,Unknown,Chine,Chine,000000,43.84,MAGSTRIPE,declined,POS,Bad Cvv2/Cvc2,invalid,True,False,False,0.0.0.0,N/A,Oujda,0783653477,DEV-438,MID-2882,TERM-16543,0.9265983056849948,0
8053,4473862489551149,447386,Maroc,Credit,Visa,Mehdi El Amrani,BMCE Bank,48.55,MAD,2025-01-23,2025-01-23T08:49:58,3000,Bijouterie L'Or,Unknown,Népal,Népal,157016,33.29,FALLBACK,approved,POS,none,not_checked,False,False,False,0.0.0.0,N/A,Fès,0708426624,DEV-361,MID-6650,TERM-47704,0.8250584030210467,0
8054,4215414782701101,421541,France,Credit,Discover,Mehdi Tahiri,BMCI,65.68,MAD,2025-01-13,2025-01-13T10:33:55,3000,Carrefour Market,Unknown,Cambodia,Cambodia,797269,30.97,MANUAL,approved,ECOM,none,invalid,True,True,False,107.211.136.131,Mozilla/5.0 (Linux; Android 11; SM-G998B),Meknès,0730746869,DEV-272,MID-3604,TERM-62914,0.9584154816863462,0
8055,4961073251230740,496107,Maroc,Credit,MasterCard,Amine Alaoui,SGMB,19.66,USD,2025-01-30,2025-01-30T09:14:34,5541,Station Afriquia,Unknown,Colombie,Colombie,000000,0.66,EMV,declined,POS,Bad CVV/CVC,valid,True,False,False,0.0.0.0,N/A,Tetouan,0764076613,DEV-699,MID-4388,TERM-80212,0.9210684869679032,0
8056,4434926520195688,443492,Maroc,Credit,MasterCard,Fatima Qadiri,Al Barid Bank,20.23,MAD,2025-01-18,2025-01-18T12:27:42,5812,BIM Store,Unknown,Allemagne,Allemagne,892619,48.71,MAGSTRIPE,approved,POS,none,valid,True,False,False,0.0.0.0,N/A,Fès,0707675744,DEV-542,MID-1295,TERM-18795,0.8139830479848374,0
8057,4169685546795414,416968,USA,Debit,MasterCard,Mehdi Mansouri,Crédit du Maroc,18.06,MAD,2025-01-09,2025-01-09T18:42:53,5411,Station Afriquia,Unknown,Equateur,Philippines,000000,0.81,FALLBACK,declined,POS,expired_card,invalid,True,False,False,0.0.0.0,N/A,Casablanca,0610403817,DEV-271,MID-1390,TERM-68238,0.8755044854088305,0
8058,4736159459532792,473615,Maroc,Prepaid,Amex,Mehdi Melian,CIH Bank,57.56,MAD,2025-01-12,2025-01-12T02:46:30,5541,Bijouterie L'Or,Unknown,Indonésie,Indonésie,833156,6.33,MANUAL,approved,POS,none,not_checked,True,False,False,0.0.0.0,N/A,Laâyoune,0773821966,DEV-111,MID-8525,TERM-43481,0.9525760722858595,0
8059,4214935153192140,421493,Maroc,Credit,MasterCard,Aya El Amrani,BMCI,90.24,MAD,2025-01-26,2025-01-26T07:34:26,5947,Acima,Oujda,Maroc,Maroc,000000,49.46,MAGSTRIPE,declined,ECOM,Bad CVV/CVC,valid,False,True,True,204.244.147.72,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Tanger,0688576726,DEV-789,MID-7551,TERM-29023,0.8592467603982589,0
8060,4481200183359281,448120,Maroc,Prepaid,Visa,Sara Alaoui,Banque Populaire,118.19,MAD,2025-01-21,2025-01-21T08:01:35,4814,Station Afriquia,Unknown,Indonésie,Indonésie,000000,23.47,FALLBACK,declined,ATM,Bad Cvv2/Cvc2,valid,False,False,False,0.0.0.0,N/A,Tetouan,0623409429,DEV-136,MID-3420,TERM-50316,0.9400030591155113,0
8061,4869991940799969,486999,USA,Prepaid,MasterCard,Aya Qadiri,BMCI,10.0,EUR,2025-01-28,2025-01-28T06:57:14,5722,Electro Planet,Unknown,Chine,Chine,981053,5.78,MAGSTRIPE,approved,ECOM,none,invalid,False,True,False,80.132.241.20,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Oujda,0707812012,DEV-660,MID-2734,TERM-86722,0.7916756477172572,0
8062,4419689060645825,441968,Maroc,Debit,MasterCard,Aya Tahiri,BMCI,37.4,MAD,2025-01-18,2025-01-18T22:50:30,3000,Bijouterie L'Or,Unknown,France,Philippines,651093,2.91,EMV,approved,ECOM,none,invalid,False,True,False,3.23.70.122,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Agadir,0774327853,DEV-784,MID-3667,TERM-22320,0.8454926417338405,0
8063,4628922064746236,462892,Allemagne,Credit,Discover,Fatima Bennani,BMCI,174.36,MAD,2025-01-02,2025-01-02T15:35:05,5947,Souvenirs Medina,Unknown,Cambodia,Cambodia,000000,26.97,EMV,declined,POS,limit_exceeded,not_checked,True,False,False,0.0.0.0,N/A,Meknès,0738269039,DEV-467,MID-3443,TERM-61980,0.9377576243383919,0
8064,4834864775144119,483486,Maroc,Credit,MasterCard,Aya Mansouri,CIH Bank,10.0,MAD,2025-01-25,2025-01-25T14:17:39,3000,Acima,Unknown,Espagne,Maroc,000000,1.79,MANUAL,declined,POS,limit_exceeded,invalid,True,False,True,0.0.0.0,N/A,Marrakech,0779888500,DEV-540,MID-5768,TERM-45691,0.9543796866825472,0
8065,4434421284975365,443442,Maroc,Prepaid,Amex,Sara El Hariri,Attijariwafa Bank,12.5,MAD,2025-01-23,2025-01-23T18:49:13,3000,FastFood Al Baraka,Unknown,Philippines,Colombie,292217,5.78,FALLBACK,approved,POS,none,valid,False,False,False,0.0.0.0,N/A,Marrakech,0696610808,DEV-870,MID-8506,TERM-53065,0.8012059471563254,0
8066,4728513404722833,472851,Chine,Credit,Discover,Zineb Bennani,BMCE Bank,21.43,MAD,2025-01-16,2025-01-16T11:02:51,5411,Electro Planet,Unknown,Indonésie,Indonésie,000000,35.67,MANUAL,declined,ATM,expired_card,not_checked,False,False,False,0.0.0.0,N/A,Agadir,0672321560,DEV-472,MID-1060,TERM-19930,0.9717897160945864,0
8067,4571446629883892,457144,Maroc,Credit,MasterCard,Khadija Bennani,Crédit du Maroc,45.01,MAD,2025-01-05,2025-01-05T16:43:24,5722,Station Afriquia,Unknown,Allemagne,Allemagne,000000,14.95,MAGSTRIPE,declined,POS,Invalid Card,not_checked,False,False,False,0.0.0.0,N/A,Casablanca,0716827246,DEV-618,MID-7496,TERM-29185,0.9351388090854651,0
8068,4393206078726640,439320,Maroc,Prepaid,Amex,Zineb Mansouri,Al Barid Bank,44.98,MAD,2025-01-17,2025-01-17T10:11:35,4814,Carrefour Market,Unknown,USA,USA,646568,5.52,MAGSTRIPE,approved,POS,none,invalid,False,False,False,0.0.0.0,N/A,Oujda,0666322190,DEV-357,MID-1209,TERM-55679,0.8347472873121827,0
8069,4662183389039855,466218,Espagne,Credit,Discover,Ali El Hariri,Banque Populaire,23.13,MAD,2025-01-11,2025-01-11T01:57:04,5947,SuperMarket Marjane,Casablanca,Maroc,Espagne,270992,28.41,MAGSTRIPE,approved,ATM,none,valid,True,False,False,0.0.0.0,N/A,Rabat,0685945374,DEV-398,MID-8319,TERM-66397,0.7819146300821199,0
8070,4924299155110725,492429,Maroc,Debit,Amex,Mehdi Tahiri,BMCI,58.79,MAD,2025-01-20,2025-01-20T07:53:59,5812,Carrefour Market,Laâyoune,Maroc,Maroc,000000,27.31,MANUAL,declined,ECOM,expired_card,not_checked,False,True,True,167.161.157.155,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Casablanca,0703198987,DEV-175,MID-6034,TERM-62675,0.9520392672055796,0
8071,4265484822330374,426548,USA,Credit,Amex,Khadija El Idrissi,CIH Bank,34.51,MAD,2025-01-04,2025-01-04T13:04:23,4814,BIM Store,Unknown,Japon,Maroc,417648,25.05,MANUAL,approved,POS,none,invalid,True,False,False,0.0.0.0,N/A,Tanger,0714103364,DEV-685,MID-1750,TERM-50111,0.9545533940537329,0
8072,4897286183807726,489728,Inde,Debit,Discover,Amine El Idrissi,Banque Populaire,64.0,EUR,2025-01-10,2025-01-10T21:30:09,6011,Electro Planet,Unknown,Inde,Inde,128622,45.06,MANUAL,approved,POS,none,invalid,True,False,False,0.0.0.0,N/A,Laâyoune,0704825457,DEV-155,MID-7873,TERM-11718,0.9452877765672966,0
8073,4913118746595572,491311,France,Debit,Visa,Omar El Idrissi,CIH Bank,12.15,EUR,2025-01-15,2025-01-15T13:23:58,4814,Electro Planet,Unknown,Sri Lanka,Sri Lanka,000000,1.46,MAGSTRIPE,declined,ATM,Bad Cvv2/Cvc2,not_checked,True,False,False,0.0.0.0,N/A,Rabat,0640257041,DEV-928,MID-7970,TERM-90089,0.9338824729327467,0
8074,4171125498952016,417112,Maroc,Credit,MasterCard,Aya El Hariri,Attijariwafa Bank,43.64,MAD,2025-01-29,2025-01-29T12:15:49,5722,FastFood Al Baraka,Casablanca,Maroc,Maroc,237567,7.41,MAGSTRIPE,approved,ATM,none,valid,True,False,True,0.0.0.0,N/A,Meknès,0627540889,DEV-996,MID-3524,TERM-26318,0.6574845183488686,0
8075,4778299281210719,477829,Maroc,Credit,MasterCard,Youssef El Hariri,Attijariwafa Bank,13.13,MAD,2025-01-03,2025-01-03T23:33:11,5411,SuperMarket Marjane,Unknown,Trinidade et Tobaggo,Trinidade et Tobaggo,409955,23.07,EMV,approved,ATM,none,not_checked,True,False,False,0.0.0.0,N/A,Laâyoune,0665999871,DEV-305,MID-9741,TERM-59095,0.7228996677018815,0
8076,4334839267475500,433483,Maroc,Prepaid,MasterCard,Zineb Alaoui,Crédit du Maroc,27.2,MAD,2025-01-12,2025-01-12T10:19:46,5947,Bijouterie L'Or,Unknown,Chine,Chine,633046,13.87,EMV,approved,ATM,none,not_checked,True,False,False,0.0.0.0,N/A,Fès,0785853903,DEV-897,MID-5424,TERM-85338,0.8145113894477957,0
8077,4009182121593574,400918,Chine,Credit,MasterCard,Zineb Tahiri,Attijariwafa Bank,10.0,MAD,2025-01-07,2025-01-07T11:05:31,5541,Electro Planet,Unknown,Pérou,Pérou,000000,12.5,MAGSTRIPE,declined,ECOM,Bad CVV/CVC,invalid,False,True,False,228.141.151.70,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Oujda,0618133787,DEV-833,MID-5049,TERM-15545,0.9208482114341746,0
8078,4080345559249442,408034,USA,Debit,Visa,Ali Mansouri,CIH Bank,101.85,MAD,2025-01-18,2025-01-18T06:46:31,6011,Souvenirs Medina,Unknown,France,France,000000,18.14,MAGSTRIPE,declined,POS,Bad Cvv2/Cvc2,not_checked,False,False,False,0.0.0.0,N/A,Casablanca,0667804797,DEV-395,MID-6488,TERM-93002,0.8984979425015804,0
8079,4149111375258403,414911,Maroc,Credit,Visa,Omar Mansouri,Crédit du Maroc,50.61,MAD,2025-01-21,2025-01-21T18:32:19,6011,Acima,Unknown,Chine,Chine,838618,31.17,EMV,approved,ATM,none,not_checked,False,False,False,0.0.0.0,N/A,Rabat,0678266109,DEV-225,MID-4110,TERM-66523,0.7376652099248386,0
8080,4442467161252869,444246,Maroc,Credit,Amex,Ali Tahiri,Al Barid Bank,29.65,MAD,2025-01-18,2025-01-18T17:16:07,5094,FastFood Al Baraka,Unknown,Philippines,Philippines,393553,18.67,EMV,approved,ATM,none,invalid,True,False,False,0.0.0.0,N/A,Tetouan,0657442390,DEV-327,MID-6167,TERM-19253,0.8549660808433392,0
8081,4448560605263559,444856,Maroc,Debit,Amex,Mehdi Tahiri,Al Barid Bank,43.47,MAD,2025-01-06,2025-01-06T03:00:35,5094,Station Afriquia,Unknown,Côte d'Ivoire,Côte d'Ivoire,534935,48.38,EMV,approved,POS,none,valid,False,False,False,0.0.0.0,N/A,Rabat,0768970222,DEV-543,MID-9103,TERM-39306,0.8274286318818542,0
8082,4045789163007392,404578,Maroc,Credit,Amex,Khadija Bennani,SGMB,10.0,MAD,2025-01-10,2025-01-10T08:02:57,4814,Acima,Tetouan,Maroc,Côte d'Ivoire,238950,26.05,FALLBACK,approved,POS,none,invalid,True,False,False,0.0.0.0,N/A,Fès,0763128441,DEV-765,MID-5652,TERM-31239,0.8207806676491183,0
8083,4972004362165573,497200,Inde,Credit,MasterCard,Youssef El Amrani,Crédit du Maroc,10.57,MAD,2025-01-09,2025-01-09T18:58:42,5541,Electro Planet,Unknown,Japon,Japon,352481,32.55,MANUAL,approved,POS,none,invalid,True,False,False,0.0.0.0,N/A,Fès,0602091669,DEV-830,MID-6581,TERM-84537,0.9531857077935326,0
8084,4267598904500566,426759,Maroc,Prepaid,MasterCard,Omar Alaoui,Al Barid Bank,10.0,MAD,2025-01-31,2025-01-31T23:31:23,5094,BIM Store,Unknown,Pérou,Pérou,814944,6.79,MANUAL,approved,POS,none,invalid,True,False,False,0.0.0.0,N/A,Laâyoune,0675225998,DEV-702,MID-2382,TERM-66299,0.952562889022254,0
8085,4776492493713402,477649,Maroc,Debit,Amex,Mohamed Bennani,Crédit du Maroc,34.22,MAD,2025-01-09,2025-01-09T19:49:46,5094,Restau Chez Hassan,Oujda,Maroc,Maroc,510859,49.27,MAGSTRIPE,approved,ECOM,none,invalid,True,True,True,145.220.181.230,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Fès,0625158871,DEV-928,MID-4170,TERM-99044,0.6538759393000338,0
8086,4902530536933622,490253,Maroc,Debit,MasterCard,Ali El Hariri,CIH Bank,1166.26,EUR,2025-01-16,2025-01-16T01:48:06,5947,Electro Planet,Unknown,Antigua et Barbade,Antigua et Barbade,000000,31.66,EMV,declined,ATM,Bad Cvv3-cvc3,invalid,True,False,False,0.0.0.0,N/A,Oujda,0784746304,DEV-815,MID-6219,TERM-17834,0.9896095143301809,1
8087,4360973290205944,436097,Maroc,Debit,MasterCard,Fatima Qadiri,Al Barid Bank,21.6,USD,2025-01-26,2025-01-26T17:43:46,5812,Restau Chez Hassan,Unknown,Philippines,Philippines,000000,34.25,MANUAL,declined,ATM,limit_exceeded,valid,False,False,False,0.0.0.0,N/A,Tanger,0636681508,DEV-813,MID-7218,TERM-40510,0.9817509277202247,0
8088,4483788505087143,448378,Maroc,Credit,MasterCard,Mehdi Mansouri,CIH Bank,84.36,EUR,2025-01-01,2025-01-01T13:34:30,6011,BIM Store,Unknown,Pérou,Pérou,000000,35.67,FALLBACK,declined,POS,Invalid Card,not_checked,False,False,False,0.0.0.0,N/A,Tanger,0602342225,DEV-183,MID-9871,TERM-19762,0.8885467319186202,0
8089,4062988311590931,406298,Maroc,Prepaid,MasterCard,Aya El Amrani,Attijariwafa Bank,146.36,MAD,2025-01-21,2025-01-21T19:54:11,5722,Souvenirs Medina,Unknown,Népal,Népal,000000,47.13,FALLBACK,declined,ECOM,Bad CVV/CVC,invalid,False,True,False,1.20.77.46,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),Tanger,0789128368,DEV-367,MID-3611,TERM-15475,0.932372905114168,0
8090,4058282369740788,405828,Maroc,Prepaid,Discover,Ali Alaoui,Crédit du Maroc,67.61,MAD,2025-01-08,2025-01-08T21:09:35,5094,Station Afriquia,Unknown,Antigua et Barbade,Antigua et Barbade,788388,10.72,FALLBACK,approved,POS,none,not_checked,True,False,False,0.0.0.0,N/A,Meknès,0659797886,DEV-674,MID-8774,TERM-50844,0.8377142744752717,0
8091,4846905002463344,484690,Maroc,Prepaid,Amex,Youssef Alaoui,SGMB,40.5,MAD,2025-01-20,2025-01-20T03:42:02,5812,Station Afriquia,Unknown,Espagne,Espagne,149377,49.9,FALLBACK,approved,ATM,none,not_checked,False,False,False,0.0.0.0,N/A,Marrakech,0728279267,DEV-163,MID-8456,TERM-35074,0.8203967293750908,0
8092,4183947714230301,418394,Allemagne,Credit,Amex,Sara Fassi,SGMB,65.93,MAD,2025-01-02,2025-01-02T11:06:00,3000,FastFood Al Baraka,Unknown,Colombie,Inde,786234,23.39,FALLBACK,approved,ATM,none,invalid,False,False,False,0.0.0.0,N/A,Meknès,0657795232,DEV-701,MID-5179,TERM-27596,0.8294913874562817,0
8093,4377688826933454,437768,Maroc,Debit,Visa,Khadija Mansouri,BMCE Bank,225.09,MAD,2025-01-01,2025-01-01T14:20:43,6011,Souvenirs Medina,Unknown,Inde,Chine,123931,4.25,FALLBACK,approved,ECOM,none,not_checked,True,True,False,203.243.8.241,Mozilla/5.0 (Linux; Android 11; SM-G998B),Marrakech,0746259987,DEV-870,MID-8569,TERM-93445,0.7911990323262846,0
8094,4285799458163268,428579,Maroc,Debit,Amex,Sara El Idrissi,Attijariwafa Bank,18.68,EUR,2025-01-18,2025-01-18T11:20:07,5812,Station Afriquia,Unknown,Allemagne,Allemagne,681894,27.58,EMV,approved,ECOM,none,not_checked,False,True,False,247.95.140.238,Mozilla/5.0 (Linux; Android 11; SM-G998B),Marrakech,0604500489,DEV-881,MID-1260,TERM-50571,0.810678292110319,0
